公司中文名称,年份,"流动资产周转率
[报告期] 2008年报
[单位] 次","应收账款周转率
[报告期] 2008年报
[单位] 次","财务费用
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元",产权比率,"流动比率
[报告期] 2008年报","速动比率
[报告期] 2008年报","现金比率
[报告期] 2008年报","经营活动现金净流量(TTM)
[报告期] 2008年报
[单位] 元","流动负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2008年报
[单位] %","利润总额(TTM)
[报告期] 2008年报
[单位] 元","非流动负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2008年报
[单位] 元","长期资本负债率
[报告期] 2008年报
[单位] %","现金流量利息保障倍数
[报告期] 2008年报","负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2008年报
[单位] %","总资产报酬率ROA
[报告期] 2008年报
[单位] %","主营业务成本
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2008年报
[单位] %","存货周转率
[报告期] 2008年报
[单位] 次","营运资本周转率
[报告期] 2008年报
[单位] 次","非流动资产周转率
[报告期] 2008年报
[单位] 次","总资产周转率
[报告期] 2008年报
[单位] 次","成本费用利润率
[报告期] 2008年报
[单位] %","营业收入(同比增长率)
[报告期] 2008年报
[单位] %","总资产(同比增长率)
[报告期] 2008年报
[单位] %","大股东持股比例
[日期] 2009-03-01
[大股东排名] 第1名
[单位] 1%","无形资产
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2008年报
[单位] 元"
航天晨光股份有限公司,2011,1.48,2.95,44468063.95,3460965983,2.01,1.01,0.79,0.18,-148819180.2,2503816309,66.8,105913606,150873793.8,1319277445,44099812.48,11.67,-2.87,2654690103,3.06,4.02,2810304984,13905808.51,6.69,5.22,95.68,2.48,0.93,2.92,30.5,14.29,23.98,117814082,3973967548,97826953.75
中通客车控股股份有限公司,2011,1.73,4.74,19734009.98,2603509632,2.62,1.17,0.9,0.4,232532077.5,1520621830,72.39,63954430.66,121500000,626424409.5,4315837.57,16.3,17.52,1642121830,2.46,3.5,2216287907,6909992.11,8.12,5.9,10.53,5.78,1.33,2,29.69,38.59,21.72,159121266.7,2268546240,50160217.59
常熟市汽车饰件股份有限公司,2011,1.52,4.89,25224884.65,678224623.2,1.41,0.57,0.44,0.15,129661103.2,790270340.5,58.55,148048352.6,73395796.17,611546770.4,,10.74,,863666136.6,21.83,11.75,479818801.4,5657210.51,21.65,4.8,,,0.46,21.46,,,,153373443.7,1475212907,132424488.1
万向钱潮股份有限公司,2011,1.44,6.89,55542439.39,8173449414,1.14,1.27,0.94,0.6,414863246.6,4679710296,53.18,582531629.7,2462793.36,4122368568,47017668.66,0.06,5.29,4682173089,7.13,7.46,6763821271,25970716.63,12.04,4.77,6.21,2.94,0.97,6.66,4.52,8.99,51.53,138995699.6,8804541657,509409065.5
湖南天雁机械股份有限公司,2011,2.82,18.71,17975478.07,1259220208,6.89,0.5,0.34,0.23,-154974686.3,816377669.2,87.33,-116427533.6,4000000,119053918.6,6281650.04,2.86,-15.44,820377669.2,-9.25,-10.89,1114938858,24297542.55,-82.18,6.87,,2.23,1.25,-8.59,-6.16,-13.26,31.43,167517695.4,939431587.7,-116121922.7
浙江仙通橡塑股份有限公司,2011,1.29,2.77,8099817.64,262270747.4,1.36,1.29,0.91,0.19,37072239.12,157408848.4,57.57,38071383.6,16870806.89,128443988.3,,11.61,,174279655.3,14.52,15.25,179850996.2,1221019.19,26.25,3.04,,,0.87,14.83,,,,11840858.12,302723643.6,33719399.71
中国重汽集团济南卡车股份有限公司,2011,1.62,17,335555855.7,26058557167,3.38,1.28,0.89,0.75,337927990.8,12136153126,77.16,703685357.1,2324360083,4279518255,334078269,38.3,0.87,14460513209,2.7,5.4,23889555495,53034338,9.68,3.91,10.37,8.4,1.36,2.22,-9.84,-4.9,63.78,444745195,18740031464,562806830.2
东风汽车股份有限公司,2011,1.67,28.55,-33747919.9,21393176080,1.6,1.11,0.89,0.75,-616994072.5,11548765020,61.49,574962744.8,385349362.9,7474647467,-52299083.01,6.03,-28.41,11934114383,2.69,2.73,19157336693,340313565.7,6.98,7.25,15.65,3.41,1.12,2.42,8.05,3.11,60.1,692041485.4,19408761850,512086888.1
无锡贝斯特精机股份有限公司,2011,1.64,3.08,1750776.77,336150533.5,0.45,1.81,1.45,0.36,66060054.95,113365303,31.26,69095605.19,45979823.29,350436289.9,,11.82,,159345126.3,20.56,13.9,205538908.6,3168812.77,17.27,5.04,,,0.66,22.19,,,,31732741.95,509781416.2,59261222.74
浙江中马传动股份有限公司,2011,1.36,3.98,11570502.45,652897070.7,1.31,1.18,0.98,0.59,-50066759.36,501991867.2,56.67,112091387.4,54806847.4,425721940.5,,11.41,,556798714.6,17.17,14.77,458287369.2,3185277.85,,5.58,8.42,1.84,0.78,17.27,15.28,42.07,,48624039.73,982520655.1,93505712.08
重庆秦安机电股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贵州贵航汽车零部件股份有限公司,2011,1.46,4.97,10773030.49,2657950526,0.62,1.94,1.33,0.62,42811027.02,998155925.4,38.23,201573416.6,103764177.1,1780102395,8283139.98,6.23,3.05,1101920102,7.58,7.69,2103862071,10303264.08,7.16,3.69,2.91,2.92,0.97,6.69,15.97,11.36,47.64,120625566.9,2882022497,165283815.8
宁波继峰汽车零部件股份有限公司,2011,1.23,4.44,4056174.45,469196311.5,0.16,5.64,4.27,2.19,183294033,67762871.94,13.93,157664921.9,,418808486.7,-927013.08,,148.61,67762871.94,33.6,32.21,262001642.2,4052263.34,33.06,2.83,,,0.96,43,,,,16168692.78,486571358.6,138231133.1
江南模塑科技股份有限公司,2011,1.03,5.95,107491777.6,1964252847,2.26,0.66,0.46,0.26,315636099.9,2706885116,69.31,109210706,10333479.45,1203412576,100090567.7,0.99,2.56,2717218595,5.56,5.36,1467885182,2858522.92,7.35,2.81,,0.98,0.5,5.44,-0.33,0.68,35.76,61155965.04,3920631171,100348842.1
凌云工业股份有限公司,2011,1.27,5.56,55765358.81,4286317823,1.09,1.62,1.23,0.66,158411026.8,2177578818,52.09,391432661.7,601672303.4,2555955478,61808893.95,24.55,2.11,2779251122,9.13,9.53,3357397532,16286210.35,10.74,3.76,2.86,3.12,0.9,8.41,22.43,20,34.11,205327534.4,5335206600,326906011.1
华懋(厦门)新材料科技股份有限公司,2011,1.28,4.28,-1649645.93,275006880,0.44,2.08,1.56,0.93,40790235.62,103441089.1,30.38,79083951.96,11278611,262946840.7,350533.26,4.11,32.14,114719700.1,28.76,21.03,168678918.7,1300000.93,26.91,3.13,,,0.73,36.41,,,,28514971.32,377666540.9,70757984.03
苏州金鸿顺汽车部件股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辽宁曙光汽车集团股份有限公司,2011,1.45,7.92,71019090.26,6248110610,2.07,1.04,0.83,0.51,157817947.8,4098885075,67.44,234573194.4,1072123729,2496759499,70286789.02,32.4,1.7,5171008803,3.75,4.26,5321918730,89429926.29,7.94,6.8,15.04,2.18,0.87,2.92,2.28,15.23,20.65,1234279624,7667768303,174710106.8
安徽安凯汽车股份有限公司,2011,1.63,7.86,11035057.44,3736270436,1.7,1.31,1.11,0.82,307885734.4,2093107724,62.92,118862218.1,163287313.4,1329480604,9701919.29,11.43,13.4,2256395037,3.18,4.2,3267168687,8833662.24,7.75,8.46,8.64,4.88,1.22,2.91,18.51,41.34,20.48,175450465.4,3585875641,106133812.5
常州光洋轴承股份有限公司,2011,1.29,3.32,12158549.51,547652404.3,0.66,1.78,1.12,0.38,47997044.43,235976221.5,39.59,61549393.9,24500000,397399005.3,10447143.86,5.93,4.41,260476221.5,11.24,11.43,378489188.7,4024228.09,13.47,2.38,3.1,2.65,0.87,10.97,-2.63,9.24,,31023339.75,657875226.8,53134762.68
海马汽车集团股份有限公司,2011,1.41,198.16,-13866018.78,11214297916,0.55,1.64,1.47,1.44,-866903305.4,4571195698,35.55,593287848.4,85675386.1,8442936862,-17680039.38,1.3,-235.89,4656871084,5.29,4.46,9753771895,476002252,5.16,12.36,3.26,2.27,0.87,5.29,10.11,2.84,28.8,981466121.5,13099807945,550498090.6
科华控股股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
华菱星马汽车(集团)股份有限公司,2011,2.53,24.31,27610822.45,6853693881,1.2,1.38,0.75,0.41,272959279.4,2762912749,54.65,597717956,479078422.5,2690753590,26588973.08,15.24,6.32,3241991171,8.72,15.64,5716419055,22276216.53,18.95,4.79,9.63,5.34,1.72,8.09,-15.33,-5.41,14.2,386942157.9,5932744761,505386905.6
潍柴动力股份有限公司,2011,1.49,12.89,30780700.73,60019265104,1.13,1.45,1.1,0.89,5952680782,29413337259,53.04,7418506274,3228447349,28902762812,13643616.12,12.35,26.37,32641784608,12.36,13.07,46806606604,222009260.8,24.44,4.89,4.68,3.6,1.06,11.98,-5.15,17.19,24.16,1155490455,61544547420,6319995659
力帆实业(集团)股份有限公司,2011,1.25,7.4,85424799.16,8630354473,1.17,1.2,0.98,0.66,143422005.6,5393625350,54,440992484.2,432074175,4963389740,37570692.59,8.31,2.09,5825699525,5.11,4.57,7221436068,150124585.4,8.19,7.05,4.02,2.42,0.82,4.6,27.46,6.3,65.01,798214280.3,10789089265,375341854.9
长鹰信质科技股份有限公司,2011,1.46,4.77,19553300.48,782952620,0.9,1.43,1.03,0.43,49064659.29,421143267.7,47.45,86742307.84,6087647.14,473141639.9,10069192.3,1.33,4.12,427230914.9,11.08,11.94,608554821,2641552.32,,3.89,4.26,2.86,0.97,10.87,45.19,24.93,54.27,61643635.96,900372554.8,75744248.47
浙江银轮机械股份有限公司,2011,1.37,4.27,33781178.18,1816353049,0.85,1.57,1.23,0.69,59726677.01,974398281.4,45.84,123946596.6,97616189.32,1266653793,28556113.86,7.59,1.89,1072014471,6.82,7.63,1418194270,6473910.18,8.81,4.63,4.36,2.69,0.91,6.41,23.28,41.15,12.65,169464510.3,2338668264,107891013.8
斯太尔动力股份有限公司,2011,1.05,3.47,250618.32,447092797.5,2.78,0.98,0.68,0.28,-47187673.48,504827397,73.52,2556756.39,,181856404.2,2278961.06,,-12.15,504827397,0.57,0.77,395966050.6,1835882.52,2.03,3.23,15.91,2.22,0.71,1.39,-18.8,21.15,7.18,14890383,686683801.2,6183631.96
山东隆基机械股份有限公司,2011,1.16,4.68,28441149.95,1036504382,0.92,1.24,0.72,0.36,66902173.58,724726102.6,47.84,66330664.12,131000000,932926253.8,23475420.78,13.01,2.34,855726102.6,6.4,5.32,845471710.1,2425057.13,6.18,2.75,4.31,1.31,0.61,5.71,12.21,12.78,56.25,44267686.88,1788652356,55249990.51
北京威卡威汽车零部件股份有限公司,2011,1.84,8.69,-241188.21,1401820715,0.25,3.37,2.26,1.44,296616787.8,242642699.2,19.9,470000109.7,,976813328.5,1034915.23,,180.97,242642699.2,33.53,42.72,790881011.1,9858754.11,,3.3,2.7,4.11,1.27,38.34,20.59,23.72,50,50523139.73,1219456028,352375727.3
江苏新泉汽车饰件股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
渤海汽车系统股份有限公司,2011,1.33,4.94,52620297.17,1823871481,1.25,1.66,1.21,0.74,238033711.8,815213040.8,55.63,118155645,302712450,891715232.5,46381103.15,25.45,4.63,1117925491,6.48,8.06,1485697402,9447896.43,11.32,4.43,4.3,2.7,0.89,5.94,3.19,-3.14,49.67,11528786.62,2009640723,100570784.8
宁波双林汽车部件股份有限公司,2011,1.02,4.94,6959002.7,975669032.8,0.49,2.27,1.82,1.26,111294788.6,445446933.6,32.78,170514817.5,,913417438,4422030.23,,11.52,445446933.6,17.48,13.83,690506538.3,6715870.33,15.35,3.56,1.73,3.21,0.77,17.53,25.75,16.13,57.75,100230762.5,1358864372,142238289.3
无锡隆盛科技股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海新朋实业股份有限公司,2011,0.81,5.28,-8508608.06,1408900846,0.12,6.33,5.89,4.53,153548124.7,243752586.7,10.96,73478962.06,52180000,2404976232,-26104141.27,2.42,,295932586.7,5.22,1.86,1172706994,1679666.76,3.03,12.56,0.92,1.76,0.55,4.52,9.94,12.83,32.43,99398440.48,2700908818,60388696.68
成都豪能科技股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中原内配集团股份有限公司,2011,1.28,9.43,8927520.17,975792546.5,0.43,1.76,1.11,0.66,67565375.08,400210838.2,30.18,149392033.3,30548853.34,996388610.2,892700.42,2.98,10.71,430759691.5,15.31,11.27,690227409.5,4389021.19,12.64,2.81,2.16,1.7,0.73,15.17,18.68,15.17,24.4,58910930.2,1427148302,125936470.5
扬州亚星客车股份有限公司,2011,1.16,2.62,1791887.96,809412912.2,4.07,1.09,0.9,0.21,-152042295.6,725070827.5,80.28,-41646066.26,,178103306,1287023.09,,-29.25,725070827.5,-5.15,-4.75,741897651,3520384.47,-23.38,6.55,16.82,5.37,0.95,-4.83,21.29,13.66,51,9742250.33,903174133.6,-41646066.26
湖南机油泵股份有限公司,2011,1.17,4.07,15076316.21,433563756.3,1.5,1.39,0.88,0.41,35683449.01,267202491.9,60.03,57949001.08,99668500.04,244242147.6,,28.98,,366870991.9,13.37,11.95,303451472.4,3007593.51,20.46,2.24,,,0.71,12.92,,,,40941701,611113139.5,49965455.89
金杯汽车股份有限公司,2011,1.13,6.76,147020322.4,4683882232,9.17,0.89,0.74,0.54,-75905443.5,4797400581,90.17,102216636.5,88012004.75,532502444.3,146210020.1,20.23,-0.39,4885412586,2.18,4.8,4154478263,14425278.38,8.95,5.9,,4.65,0.91,1.65,0.19,10.02,24.38,276957967.2,5417915030,77055818.38
浙江万安科技股份有限公司,2011,1.22,7.87,27484562.67,1001742664,1.46,1.19,0.92,0.74,-56000421.11,870832669.3,59.33,52298149.79,93124904.27,660706574.3,24427906.5,12.72,-1.97,963957573.6,5.22,5.85,733019647.2,3336321.46,6.85,3.33,26.69,2.04,0.76,4.72,15.46,62.92,52.5,150070389.4,1624664148,44380728.76
奥特佳新能源科技股份有限公司,2011,0.89,4.44,-1807687.29,415622229,0.13,7.48,6.69,4.88,23830768.3,61640735.09,11.18,10318092.17,5860000,536099139.3,-6798683.48,1.08,1238.43,67500735.09,2.48,0.6,366073890.7,1675858.1,1.97,7.19,1.01,3.38,0.7,2.6,-0.46,4.79,42.54,23334896.29,603599874.4,10548395.11
桂林福达股份有限公司,2011,1.22,5.03,57327628.11,1400251762,3.77,0.91,0.69,0.31,-105717016,1232504686,79.05,197522924.8,768548696.7,530398401.6,48795932.53,59.17,-2,2001053382,14.11,10.98,1014107969,3094122.19,32.2,3.94,,1.28,0.62,14.01,5.33,29.45,,106009771.7,2531451784,170802508.1
无锡威孚高科技集团股份有限公司,2011,1.51,5.44,26348164.48,5898113089,0.48,1.74,1.38,0.83,326269185.1,2494968956,32.65,1396805786,93859975.4,5340388505,22699606.64,1.82,10.1,2588828931,23.68,19.33,4314627953,33003660.27,23.79,4.79,4.02,1.71,0.8,25.13,9.81,17.27,20,249921186.6,7929217436,1255510858
怀集登云汽配股份有限公司,2011,1.05,4.2,12722377.6,316971094.1,1.16,2.89,1.95,0.88,37199798.16,108948742.7,53.74,49309245.78,154080000,226396375.4,7646859.88,40.5,4.74,263028742.7,15.56,12.67,196993127.9,448173.04,18.08,2.04,1.61,2.14,0.71,15.08,16.45,19.54,,39478434.02,489425118.1,40932217.61
深圳市特尔佳科技股份有限公司,2011,0.91,5.58,-1448376.15,277363660.9,0.42,2.51,2.14,1.73,-6155771.46,122672017.4,29.63,42407737.43,3815014.65,300443158.4,-1713468.37,1.26,,126487032.1,15.29,9.92,188388182.3,1552941.69,11.28,4.72,1.49,2.6,0.68,14.23,7.87,8.57,20.38,6302146.45,426930190.5,33804559.39
浙江世宝股份有限公司,2011,1.35,3.78,5694893.68,625917119.2,0.59,1.58,1.21,0.55,44958300.41,331445952.4,37.03,125894495.8,57920986.95,661984858.5,5846962.45,8.28,6.68,389366939.3,20.11,14.15,403887118.4,5156884.62,17.6,3.1,3.22,1.34,0.67,22.13,14.65,29.63,,74352887.7,1051351798,110647997.3
南宁八菱科技股份有限公司,2011,1.13,9,4946916.23,502605353.4,0.31,3.98,3.43,2.95,28491580.44,147578161.7,23.66,86099226.14,35163908.05,589755287.8,4852745.15,5.63,5.2,182742069.7,17.13,14.77,376645628.1,2746880.98,13.35,5.03,1.83,2.93,0.82,18.54,7.99,68.14,20.1,25352228.48,772497357.5,78706088.86
河南省西峡汽车水泵股份有限公司,2011,1.23,5.54,19650358.73,943837517.8,0.48,1.91,1.4,0.84,-16733825.61,504022901.6,32.31,75422215.78,41241450.36,1142423505,16977478.08,3.48,-0.77,545264352,7.99,6.52,691766321.4,3683122.8,5.94,3.04,4.9,1.46,0.67,7.8,-5.55,47.14,43.18,69923796.83,1687687857,68376576.63
浙江金固股份有限公司,2011,0.75,7.05,23669249.2,775615766.7,0.72,1.55,1.1,0.64,-74029280.18,650224432.5,41.9,82128662.32,28309936.98,940970553.3,22049272.53,3.05,-2.51,678534369.5,10.59,7.02,555385856.4,2073624.41,7.86,2.34,1.5,1.71,0.52,10.17,31.3,20.13,18.75,76496635.82,1619504923,70301845.39
杭州雷迪克节能科技股份有限公司,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长春一东离合器股份有限公司,2011,1.13,4.97,8653015.8,750952444.8,1.58,1.32,1.02,0.62,-5802231.65,533042687.5,61.3,62341400.85,20319869.17,349388795,7899419.81,6.09,-0.68,553362556.7,8.3,8.17,539062948.2,3387312.32,13.29,3.03,4.66,3.86,0.87,8.06,4.63,10.55,37.01,12210208.33,902751351.7,54497917.39
浙江世纪华通集团股份有限公司,2011,1.25,4.35,4926669.87,998726425.9,0.11,6.29,4.92,3.23,51143961.97,176500767,10.26,163940117.8,,1543171432,3612775.87,,4.4,176500767,16.41,12.87,710767849.8,4334479.09,9.17,3.38,2.04,1.99,0.77,17.07,9.99,94.46,52,32326785.46,1719672199,141447394.4
浙江万里扬股份有限公司,2011,0.62,5.96,-13654238.67,1122335768,0.39,2.74,2.07,1.53,-30955678.83,715509408.6,27.82,133729501.9,29200000,1932574134,-13916396.11,1.54,-3.52,744709408.6,11.92,5,867800817.2,3352363.9,5.98,2.47,0.88,1.9,0.47,11.58,35.69,26.41,33.08,100832264.8,2677283543,116348379.8
云南西仪工业股份有限公司,2011,0.85,3.32,3679782.34,383162484,0.43,1.95,1.19,0.56,-20958779.19,231563375.9,29.89,-15091242.3,7900000,561806881.7,3377761.58,1.41,-4.09,239463375.9,-3.94,-1.45,343689877.3,1460931.25,-2.59,2.21,1.76,1.07,0.47,-3.73,-26.45,-1.77,50.68,1618791.09,801270257.6,-15036744.53
上海凯众材料科技股份有限公司,2011,0.75,4.74,85731.63,170994378.3,0.17,5.82,4.8,3.52,30859011.46,39047541.23,14.48,50772550.76,,230624509.3,,,,39047541.23,29.69,18.86,93675272.3,699995.54,18.74,2.35,,,0.63,35.28,,,,6159313.17,269672050.6,43227755.07
众泰汽车股份有限公司,2011,0.83,3.33,36986844,870554621.2,0.55,1.66,1.06,0.46,85010878.06,612439953.8,35.66,44134721.09,53770653.25,1201933433,34083543.71,4.31,2.36,666210607.1,5.07,4.27,717613452.8,2453800.34,3.04,2.07,2,1.12,0.48,4.38,8.3,3.97,33.3,103954890.9,1868144041,36199184.82
兴民智通(集团)股份有限公司,2011,1.3,11.78,15320461.83,1507884857,0.65,1.46,0.96,0.5,21693223.98,803645143.5,39.25,157600228.4,18490200,1272612660,11422539.62,1.46,1.19,822135343.5,10.45,8.73,1254656205,2595277.26,9.46,3.21,3.27,1.94,0.78,8.76,12.57,17.98,41.31,61663126.91,2094748004,118055525.7
光启技术股份有限公司,2011,1.03,3.53,1477122.68,223399313.6,0.14,5.99,5.36,3.56,10773347.88,50402434.75,11.99,50301136.85,2152800,385840046.4,1138095.81,0.55,7.96,52555234.75,22.52,15.78,147772491.9,947468.09,11.08,4.74,1.33,2.05,0.69,23.94,17.78,105.14,27,29406512.12,438395281.2,42746234.7
江苏云意电气股份有限公司,2011,1.62,4.75,856565.88,366865877.3,0.35,2.75,1.96,0.84,69341294.74,92234273.76,25.98,96700869.76,3780000,273605200.2,252738.89,1.4,127.89,96014273.76,26.36,30.78,234256146.8,2208670.89,,3.37,2.51,4.12,1.16,30.21,26.01,41.99,69.5,6086698.18,369619474,83131023.55
江苏太平洋精锻科技股份有限公司,2011,0.8,4.83,13272359.67,383103572.7,0.17,10.46,9.23,6.69,52442165.98,67818107.03,14.42,102821839.2,82827948.6,894355511.8,9676699.83,8.48,3.89,150646055.6,26.84,14.15,221430323.7,3366191.02,9.62,3.08,1.21,1.21,0.48,29.81,24.07,91.81,50.63,38123040.11,1045001567,86046224.59
中国汽车工程研究院股份有限公司,2011,1.62,19.24,-7419785.02,1947342345,0.75,1.35,0.89,0.57,-87250274.24,720695570.4,42.9,252656249.4,126711437.5,1127792043,-8037519.89,10.52,-29.91,847407008,12.97,11.79,1560198999,31988485.57,,5.37,7.78,2.24,0.94,12.6,-9.72,-9.15,95,239832212.3,1975199051,209958560.3
常州星宇车灯股份有限公司,2011,0.83,11.85,-13137580.66,1097519404,0.29,4.38,3.63,3.32,154222220.3,451508433.2,22.58,198445780.1,67319335.35,1778999736,-13610607.77,3.66,135.5,518827768.6,18.08,11.65,798800673.6,3601716.56,9.44,2.64,1.23,4.15,0.69,18.53,26.04,162.66,43.36,25182602.86,2297827505,167216442.4
哈尔滨东安汽车动力股份有限公司,2011,0.78,2.28,8479624.96,1522455466,0.56,1.88,1.73,1.14,163682309.5,1010004888,35.79,33830354.24,280013031.8,2313963740,7588775.81,10.79,15.3,1290017920,2.22,1.14,1402544383,5647475.24,1.46,6.47,1.68,0.91,0.42,2.06,-34.77,-1.73,54.51,,3603981659,33830354.24
厦门日上集团股份有限公司,2011,0.94,7.23,25972131.71,1290950969,0.89,1.78,1.11,0.36,-194267671.3,995025312.3,47.17,104700444,46610268.75,1166533608,15440564.25,3.84,-8.39,1041635581,8.11,6.91,1063070352,3475574.72,7.61,1.93,2.7,3.5,0.74,7.49,20.61,74.12,46.19,64540230.94,2208169189,88743019.62
上海加冷松芝汽车空调股份有限公司,2011,0.73,4.32,-16887619.35,1536130922,0.37,3.52,3.05,2.31,23868621.76,636847001.2,27.03,295545641,76780187.54,1926145341,-15884071.37,4,6.17,713627188.8,19.24,11.31,1026244604,8343978.23,12.57,3.46,0.98,4.3,0.62,19.62,18.03,14.39,61.19,54149528.03,2639772530,248602864.6
四川西部资源控股股份有限公司,2011,0.5,6.76,-394660.9,312133019.1,0.2,3.17,3.02,2.68,292946182.5,275561915.7,16.71,290262585.8,41400833.34,1580174764,-423954.4,2.86,100.86,316962749,92.99,23.27,92502114.3,7506950.31,17.57,2.58,0.74,0.5,0.25,140.21,47.45,219.67,50.45,698207593.3,1897137513,246995656.7
广州汽车集团股份有限公司,2011,0.53,19.19,57388546,10980087271,0.47,3.67,3.41,2.88,-287156190,5971714311,32.03,4057296713,8230483247,30134825648,31408452,22.01,-0.71,14202197558,36.94,9.9,10342117288,169930921,,7.16,0.7,0.53,0.27,33.96,25.6,15.91,91.93,2159485486,44337023206,4167211204
天津汽车模具股份有限公司,2011,0.68,4.82,-3299351.33,1005130886,0.51,1.95,1.15,0.74,97964916.33,669610254.8,33.61,134830036.4,30099145.46,1381888866,-6765454.5,2.14,21.91,699709400.2,13.41,6.03,788403179.7,4635647.28,8.25,1.54,1.43,1.53,0.47,13.03,20.88,-3.99,8.93,34388514.13,2081598266,113901848.4
许昌远东传动轴股份有限公司,2011,0.69,4.47,-9520855.8,1030748518,0.07,11.76,10.36,6.67,-24185878.39,126673362.7,6.31,231162637,5913790,1968532105,-9888490.44,0.3,-16.23,132587152.7,22.43,10.86,658534392.5,4704019.4,10.02,4.78,0.76,1.86,0.51,24.77,1.57,6.39,31.8,86166619.32,2101119258,197143074.9
天润曲轴股份有限公司,2011,0.91,4.73,2069797.57,1456889370,0.36,2.03,1.47,1.02,39990588.95,1060929913,26.7,241314987.8,26698662.5,2986028861,871354.98,0.9,4.55,1087628575,16.56,7.52,1079048902,615137.61,6.92,2.46,1.87,0.9,0.45,17.19,4.56,71.93,38.61,177011995.2,4073657436,211294779.1
富奥汽车零部件股份有限公司,2011,0,,-147306.47,109006.8,31.41,1.03,1.03,0.02,1143387.74,64127764.83,96.91,1456064213,,2041582.82,-152459.9,,,64127764.83,1335755.4,2078.55,,,71320.36,,,,0,,-92.64,-10.49,23.87,,66169347.65,1456064213
长春一汽富维汽车零部件股份有限公司,2012,4.25,23.75,6945424.14,7676355284,0.43,1.32,0.85,0.47,459537513.4,1412197132,29.96,466928705.7,21318516.74,3351441450,5151627.23,0.73,38.22,1433515648,6.08,10.6,7247369939,14424676.9,13.48,12.52,14.81,2.9,1.72,5.96,9.95,16,20.14,132657426.7,4784957098,450579722.1
富奥汽车零部件股份有限公司,2012,0,,-71870.14,0,,0.94,0.94,0.01,-2967576.1,26253591.28,106.7,-3689015.61,,-1647432.79,-75082.64,,-113.35,26253591.28,,-8.29,,,,,0,,0,,-100,-62.81,22.54,,24606158.49,-3689015.61
安徽江淮汽车集团股份有限公司,2012,3.53,98.89,-46779784.65,29116754129,2.18,0.84,0.74,0.61,2994540093,11539109002,68.58,551471393,1881081246,6148987809,-51984228.17,23.91,47.5,13420190247,1.89,2.91,24802311172,663401495.1,8.26,19.44,,3.27,1.7,1.8,-6.17,29.54,34.76,871315160.3,19569178056,504796543
一汽轿车股份有限公司,2012,2.45,279.39,39120161.39,23384904674,1.15,1.07,0.77,0.6,1509640522,8272935543,53.41,-965738784.4,442142940.6,7601025379,35255161.1,5.52,23.23,8715078484,-4.13,-5.71,19706779528,1039739725,-10.1,8.32,14.06,3.47,1.44,-3.27,-28.38,0.16,53.03,1012893413,16316103863,-764248995.4
合肥常青机械股份有限公司,2012,2.98,10.57,37021802.59,1171288954,1.68,0.71,0.44,0.07,45566891.14,555638203.2,62.63,108489426.4,,331600319.7,,,,555638203.2,9.26,16.4,884877478.8,7051514.06,27.82,5.83,,,1.32,8.81,,,,81411922.2,887238522.8,92257299.8
宁波均胜电子股份有限公司,2012,3.79,10.2,58665038.37,5358458578,1.87,0.85,0.56,0.24,605242096.7,2424954063,65.14,311711258.6,940591956.3,1800743182,49853861.71,35.93,11.36,3365546019,5.82,11.07,4411233097,6076087.97,12.33,10.46,,2.89,1.64,4.93,58.11,14.37,69.12,783741280.6,5166289202,248852689.1
宁波圣龙汽车动力系统股份有限公司,2012,2.86,7.66,9777500,625770600,2.41,0.56,0.39,0.15,55152700,392347000,70.71,48226500,11519600,167321800,,6.5,,403866600,7.71,10.16,488028100,1683200,23.76,7.47,,,1.1,6.66,,,,45160200,571188400,38600900
上海汽车集团股份有限公司,2012,2.53,34.92,-115219782.3,4.78E+11,1.19,1.21,1.05,0.55,19591127625,1.56E+11,54.29,40156364971,15844962027,1.45E+11,-181876268.7,11.47,25.47,1.72E+11,8.35,12.57,4.01E+11,7975383838,16.96,14.78,15.64,3.77,1.51,7.51,10.47,-0.45,74.3,5526670004,3.17E+11,33528253728
